CÃ³digo,DenominaciÃ³n,Nombre,Dependencia,Domicilio,Localidad,Municipio,Provincia,CÃ³d.Postal,TelÃ©fono,EnseÃ±anzas,Servicios,Biling
11700883,Instituto de Educación Secundaria,La Pedrera Blanca,Público,Callejón  de la Pedrera  s/n,Chiclana de la Frontera,Chiclana de la Frontera,Cádiz,11130,956243651,SEC-BAC-CFGS,PAC-TE,CBI
11007582,Instituto de Educación Secundaria,Pablo Ruiz Picasso,Público,Avda. de la Diputación  s/n,Chiclana de la Frontera,Chiclana de la Frontera,Cádiz,11130,956243747,SEC-BAC-CFGM-EE-CFGS,PAC-TE,CBF-CBI
11002213,Instituto de Educación Secundaria,Poeta García Gutiérrez,Público,C/ Santa Ana  s/n,Chiclana de la Frontera,Chiclana de la Frontera,Cádiz,11130,956243670,SEC-BAC,,CBA
11004131,Instituto de Educación Secundaria,Caepionis,Público,Avda. Doctor Félix Rodríguez de la Fuente  s/n,Chipiona,Chipiona,Cádiz,11550,956386545,SEC,PAC,CBI
11008471,Instituto de Educación Secundaria,Salmedina,Público,C/ Arboleda  20,Chipiona,Chipiona,Cádiz,11550,956386950,SEC-BAC-CFGM-EE,PAC-TE,
11008461,Instituto de Educación Secundaria,La Atalaya,Público,C/ Atalaya  s/n,Conil de la Frontera,Conil de la Frontera,Cádiz,11140,956459670,SEC-BAC-CFGM,TE,
11001661,Instituto de Educación Secundaria,Los Molinos,Público,C/ Puerto Real  1,Conil de la Frontera,Conil de la Frontera,Cádiz,11140,956459613,SEC-EE,,
11700822,Instituto de Educación Secundaria,Antonio de la Torre,Público,C/ de la Guitarra  4,El Puerto de Santa María,El Puerto de Santa María,Cádiz,11500,956243713,SEC-EE,TE,
11002079,Instituto de Educación Secundaria,Francisco Javier de Uriarte,Público,C/ Almirante Suanzes  s/n. Poblado Naval   Zona 11,El Puerto de Santa María,El Puerto de Santa María,Cádiz,11500,956243434,SEC-BAC,PAC,
11700445,Instituto de Educación Secundaria,José Luis Tejada Peluffo,Público,Avda. Guardia Civil  1,El Puerto de Santa María,El Puerto de Santa María,Cádiz,11500,956243707,SEC-BAC-CFGM-CFGS,PAC-TE,CBF-CBI
11700810,Instituto de Educación Secundaria,La Arboleda,Público,Avda. Padre Ellacuría  13,El Puerto de Santa María,El Puerto de Santa María,Cádiz,11500,956243516,SEC,,CBF-CBI
11700834,Instituto de Educación Secundaria,Las Banderas,Público,Ctra. Sanlúcar  Km. 2 5,El Puerto de Santa María,El Puerto de Santa María,Cádiz,11500,956243719,SEC-CFGM,TE,CBI
11004428,Instituto de Educación Secundaria,Mar de Cádiz,Público,Avda. Rafael Alberti  s/n,El Puerto de Santa María,El Puerto de Santa María,Cádiz,11500,956243128,SEC-BAC-CFGM-CFGS,,
